driver_id,ride_id,pickup_time,dropoff_time,trip_distance,trip_duration,status,payment_amount,rating,fraud_flag
D185,R1526,10/21/2025 8:19,10/21/2025 8:26,21.6648016,7,completed,124.84,1,0
D113,R1527,10/3/2025 17:23,10/3/2025 18:21,17.34520268,58,completed,80.21,5,0
D115,R1528,10/14/2025 21:08,10/14/2025 21:46,19.01605634,38,completed,81.81,3,0
D032,R1529,10/3/2025 9:34,10/3/2025 9:39,21.10895848,5,completed,72.15,5,0
D034,R1530,10/19/2025 2:57,10/19/2025 3:53,2.351998667,56,completed,10.19,2,0
D132,R1531,10/21/2025 9:08,10/21/2025 9:47,9.538578021,39,completed,53.04,4,0
D100,R1532,10/11/2025 9:13,10/11/2025 10:07,12.60452962,54,completed,38.82,3,0
D151,R1533,10/13/2025 18:55,10/13/2025 19:10,2.757894499,15,completed,16.58,4,0
D059,R1534,10/7/2025 17:40,10/7/2025 18:13,3.644130886,33,completed,23.32,5,0
D027,R1535,10/9/2025 6:05,10/9/2025 6:37,8.176304311,32,completed,45.55,2,0
D017,R1536,10/10/2025 15:18,10/10/2025 15:57,21.0587937,39,completed,77.88,3,0
D179,R1537,10/12/2025 17:37,10/12/2025 18:15,24.67187617,38,completed,125.6,5,0
D071,R1538,10/5/2025 3:27,10/5/2025 3:52,2.765520501,25,completed,14.16,3,0
D171,R1539,10/21/2025 1:08,10/21/2025 1:13,14.33260163,5,completed,58.61,3,0
D111,R1540,10/13/2025 21:35,10/13/2025 22:15,8.480879716,40,completed,27.9,1,0
D111,R1541,10/17/2025 2:19,10/17/2025 2:24,4.396508859,5,completed,15.42,3,0
D112,R1542,10/7/2025 10:31,10/7/2025 10:59,10.9463155,28,completed,44.98,1,0
D093,R1543,10/18/2025 0:34,10/18/2025 0:50,3.39964594,16,completed,19.65,4,0
D032,R1544,10/4/2025 17:15,10/4/2025 18:11,9.165189723,56,completed,28.08,1,0
D071,R1545,10/1/2025 14:22,10/1/2025 14:38,1.802236794,16,suspicious,8.63,5,1
D093,R1546,10/16/2025 10:28,10/16/2025 10:32,17.68620162,4,completed,56.93,4,0
D052,R1547,10/3/2025 23:51,10/4/2025 0:15,1.128375729,24,completed,4.02,3,0
D118,R1548,10/11/2025 23:25,10/11/2025 23:35,12.10450796,10,completed,36.35,2,0
D081,R1549,10/5/2025 7:56,10/5/2025 8:29,9.197671191,33,completed,35.27,4,0
D123,R1550,10/10/2025 5:11,10/10/2025 5:37,14.91602172,26,completed,52.71,3,0
D036,R1551,10/2/2025 6:33,10/2/2025 7:16,12.12138421,43,completed,72.32,2,0
D058,R1552,10/12/2025 2:08,10/12/2025 2:46,23.11406404,38,completed,144.73,4,0
D080,R1553,10/2/2025 4:20,10/2/2025 5:04,13.46554445,44,completed,92.18,2,0
D139,R1554,10/1/2025 15:51,10/1/2025 16:45,22.40368507,54,completed,75.07,3,0
D027,R1555,10/14/2025 13:02,10/14/2025 14:01,18.11972151,59,completed,74.84,3,0
D019,R1556,10/15/2025 12:46,10/15/2025 13:35,3.470707473,49,completed,20.25,1,0
D193,R1557,10/7/2025 11:13,10/7/2025 11:20,8.165150224,7,completed,48.98,5,0
D049,R1558,10/1/2025 17:24,10/1/2025 18:01,20.27930976,37,completed,97.79,4,0
D077,R1559,10/7/2025 16:15,10/7/2025 17:04,22.1009041,49,completed,101.63,5,0
D101,R1560,10/16/2025 19:38,10/16/2025 19:41,1.585383835,3,completed,10.81,2,0
D171,R1561,10/17/2025 10:43,10/17/2025 11:20,18.45114873,37,completed,67.5,4,0
D076,R1562,10/4/2025 21:43,10/4/2025 22:18,5.477883982,35,completed,26.38,2,0
D156,R1563,10/14/2025 6:36,10/14/2025 6:50,8.565201697,14,completed,50.34,2,0
D162,R1564,10/11/2025 20:17,10/11/2025 20:54,7.166855188,37,completed,23.12,4,0
D101,R1565,10/20/2025 20:15,10/20/2025 20:42,12.54851564,27,completed,67.09,2,0
D124,R1566,10/10/2025 13:38,10/10/2025 14:23,23.57289523,45,completed,160.6,2,0
D074,R1567,10/1/2025 15:25,10/1/2025 16:09,10.8844548,44,completed,69.95,3,0
D115,R1568,10/9/2025 3:44,10/9/2025 4:30,5.421277583,46,completed,25.05,4,0
D169,R1569,10/13/2025 10:53,10/13/2025 10:59,10.9231784,6,completed,61.69,3,0
D154,R1570,10/21/2025 10:13,10/21/2025 10:32,15.53678177,19,completed,81.93,2,0
D052,R1571,10/18/2025 22:33,10/18/2025 23:18,18.51983739,45,completed,117.97,3,0
D114,R1572,10/1/2025 12:30,10/1/2025 12:50,21.79425767,20,completed,75.7,2,0
D105,R1573,10/14/2025 19:15,10/14/2025 19:32,17.75177132,17,completed,88.45,2,0
D142,R1574,10/8/2025 22:44,10/8/2025 23:41,14.70379771,57,completed,95.98,2,0
D021,R1575,10/8/2025 3:11,10/8/2025 3:55,7.957136309,44,completed,33.94,4,0
D165,R1576,10/18/2025 21:31,10/18/2025 21:51,5.649209219,20,completed,17.14,3,0
D002,R1577,10/16/2025 2:32,10/16/2025 3:14,18.97978776,42,completed,98.21,2,0
D018,R1578,10/17/2025 14:35,10/17/2025 14:59,11.45762456,24,completed,53.44,2,0
D181,R1579,10/10/2025 6:55,10/10/2025 7:14,11.97353007,19,completed,40.93,3,0
D089,R1580,10/17/2025 16:57,10/17/2025 17:42,6.041136095,45,completed,27.79,1,0
D181,R1581,10/21/2025 6:34,10/21/2025 7:31,13.08568179,57,completed,64.94,4,0
D021,R1582,10/20/2025 8:48,10/20/2025 9:28,22.51610202,40,completed,104.96,3,0
D151,R1583,10/7/2025 21:14,10/7/2025 22:07,14.84848964,53,completed,92.25,4,0
D065,R1584,10/11/2025 14:55,10/11/2025 15:26,2.071869193,31,completed,12.94,4,0
D069,R1585,10/6/2025 17:03,10/6/2025 17:48,12.8131884,45,completed,65.99,1,0
D020,R1586,10/10/2025 13:27,10/10/2025 14:18,17.3134191,51,completed,82.88,5,0
D041,R1587,10/7/2025 23:36,10/8/2025 0:30,3.730287011,54,completed,25.69,4,0
D145,R1588,10/2/2025 16:43,10/2/2025 17:02,8.584113349,19,completed,29.39,5,0
D054,R1589,10/18/2025 15:23,10/18/2025 15:58,19.5405422,35,completed,118.75,5,0
D048,R1590,10/13/2025 6:05,10/13/2025 6:22,24.45815075,17,completed,84.44,5,0
D048,R1591,10/9/2025 13:42,10/9/2025 13:50,15.04626101,8,completed,67.02,2,0
D198,R1592,10/9/2025 8:56,10/9/2025 9:39,16.54773532,43,completed,109.51,5,0
D181,R1593,10/16/2025 3:29,10/16/2025 4:17,15.99865049,48,completed,65.84,4,0
D195,R1594,10/6/2025 13:10,10/6/2025 13:38,5.113559496,28,completed,31.39,2,0
D196,R1595,10/12/2025 23:01,10/12/2025 23:10,22.11830953,9,completed,133.89,4,0
D060,R1596,10/7/2025 22:38,10/7/2025 23:32,8.558397459,54,completed,46.16,5,0
D133,R1597,10/15/2025 3:16,10/15/2025 3:48,1.627800216,32,suspicious,10.71,3,1
D036,R1598,10/12/2025 10:42,10/12/2025 10:47,7.221168011,5,completed,48.09,1,0
D185,R1599,10/1/2025 10:56,10/1/2025 11:51,23.12144007,55,completed,134.95,5,0
D161,R1600,10/5/2025 19:14,10/5/2025 19:43,6.064160601,29,completed,28.83,2,0
D033,R1601,10/16/2025 22:28,10/16/2025 22:59,8.753705642,31,completed,55.63,1,0
D113,R1602,10/7/2025 10:27,10/7/2025 10:50,17.48479585,23,completed,91.61,2,0
D112,R1603,10/19/2025 7:54,10/19/2025 8:12,7.555830889,18,completed,50.12,4,0
D066,R1604,10/13/2025 22:41,10/13/2025 23:01,18.65047825,20,completed,129.89,1,0
D083,R1605,10/1/2025 19:35,10/1/2025 20:29,10.71148068,54,completed,36.09,3,0
D070,R1606,10/16/2025 0:11,10/16/2025 0:27,2.355602176,16,completed,10.82,4,0
D086,R1607,10/16/2025 7:43,10/16/2025 8:40,17.2497691,57,completed,94.37,2,0
D086,R1608,10/17/2025 9:21,10/17/2025 10:05,18.35064219,44,completed,79.75,2,0
D066,R1609,10/15/2025 8:58,10/15/2025 9:52,10.85211571,54,completed,68.42,5,0
D104,R1610,10/17/2025 11:25,10/17/2025 11:34,19.63737932,9,completed,106.9,3,0
D034,R1611,10/7/2025 6:24,10/7/2025 6:55,6.895157777,31,completed,23.42,2,0
D051,R1612,10/10/2025 20:33,10/10/2025 21:13,7.45725349,40,completed,23.95,1,0
D133,R1613,10/12/2025 15:29,10/12/2025 16:21,7.438624491,52,completed,35.73,5,0
D047,R1614,10/16/2025 16:08,10/16/2025 16:45,17.98054766,37,completed,63.91,1,0
D170,R1615,10/1/2025 23:35,10/2/2025 0:34,3.707126053,59,completed,20.8,4,0
D140,R1616,10/4/2025 21:35,10/4/2025 21:43,10.54323966,8,completed,51.9,4,0
D142,R1617,10/2/2025 2:03,10/2/2025 2:09,21.64176446,6,completed,99.27,5,0
D111,R1618,10/15/2025 20:57,10/15/2025 21:40,24.17567619,43,completed,104.76,1,0
D021,R1619,10/13/2025 14:01,10/13/2025 14:26,6.023723585,25,completed,35.31,2,0
D130,R1620,10/16/2025 13:36,10/16/2025 14:01,17.4610306,25,completed,94.96,2,0
D167,R1621,10/12/2025 9:36,10/12/2025 10:07,9.873707461,31,completed,35.22,1,0
D122,R1622,10/7/2025 23:19,10/7/2025 23:30,18.7312332,11,completed,95.94,2,0
D150,R1623,10/13/2025 23:25,10/14/2025 0:21,6.512855569,56,completed,25.54,5,0
D038,R1624,10/11/2025 10:39,10/11/2025 10:52,24.42587998,13,completed,81.39,5,0
D032,R1625,10/18/2025 21:15,10/18/2025 21:18,18.9576092,3,suspicious,131.81,1,1
D060,R1626,10/16/2025 19:29,10/16/2025 19:38,20.22811608,9,completed,100.72,2,0
D060,R1627,10/21/2025 20:49,10/21/2025 21:41,16.03980734,52,completed,110.59,1,0
D156,R1628,10/21/2025 4:10,10/21/2025 4:16,12.5854813,6,completed,53.5,3,0
D105,R1629,10/5/2025 14:15,10/5/2025 14:42,5.121039735,27,completed,28.25,3,0
D064,R1630,10/6/2025 18:40,10/6/2025 18:46,24.63880759,6,completed,84.55,3,0
D053,R1631,10/14/2025 23:22,10/15/2025 0:00,23.40676907,38,completed,123.32,5,0
D080,R1632,10/10/2025 11:51,10/10/2025 12:45,12.40712977,54,completed,52.63,5,0
D126,R1633,10/13/2025 14:58,10/13/2025 15:22,24.13162387,24,completed,84,2,0
D052,R1634,10/21/2025 14:37,10/21/2025 14:49,10.66662722,12,completed,62.24,3,0
D074,R1635,10/7/2025 17:04,10/7/2025 17:53,23.10566767,49,completed,131.44,4,0
D141,R1636,10/19/2025 6:55,10/19/2025 7:45,3.475522261,50,completed,17.37,2,0
D100,R1637,10/2/2025 5:09,10/2/2025 5:54,10.23900934,45,completed,70.15,2,0
D198,R1638,10/16/2025 14:16,10/16/2025 15:07,12.79377432,51,completed,56.97,3,0
D111,R1639,10/1/2025 13:22,10/1/2025 13:53,3.596065301,31,completed,20.15,2,0
D197,R1640,10/9/2025 12:14,10/9/2025 13:11,12.67339907,57,completed,52.63,1,0
D021,R1641,10/15/2025 19:11,10/15/2025 19:34,18.5323517,23,completed,56.1,1,0
D054,R1642,10/19/2025 15:24,10/19/2025 15:55,1.043488813,31,completed,7.27,1,0
D028,R1643,10/12/2025 11:18,10/12/2025 11:30,13.48384535,12,completed,61.76,5,0
D139,R1644,10/14/2025 13:44,10/14/2025 14:12,3.886023678,28,completed,23.44,5,0
D041,R1645,10/11/2025 6:15,10/11/2025 6:41,7.949984912,26,completed,29.93,3,0
D191,R1646,10/5/2025 4:04,10/5/2025 4:43,23.34155546,39,completed,142.01,1,0
D038,R1647,10/4/2025 19:53,10/4/2025 20:20,4.048805823,27,completed,25.28,5,0
D128,R1648,10/18/2025 14:16,10/18/2025 14:30,22.55497203,14,completed,77.24,3,0
D183,R1649,10/12/2025 13:16,10/12/2025 13:30,8.520824667,14,completed,55.26,2,0
D042,R1650,10/1/2025 10:30,10/1/2025 11:07,3.342850253,37,completed,17.4,2,0
D101,R1651,10/21/2025 5:17,10/21/2025 5:34,24.41081258,17,completed,73.67,5,0
D197,R1652,10/14/2025 5:27,10/14/2025 5:58,13.6422229,31,completed,70.83,3,0
D089,R1653,10/13/2025 9:33,10/13/2025 9:39,22.82157704,6,completed,133.29,2,0
D118,R1654,10/14/2025 16:20,10/14/2025 16:24,16.84928412,4,suspicious,96.67,3,1
D057,R1655,10/13/2025 19:39,10/13/2025 20:16,15.18092615,37,completed,94.3,2,0
D050,R1656,10/16/2025 19:52,10/16/2025 20:30,5.901726894,38,canceled,20.15,1,0
D044,R1657,10/17/2025 6:55,10/17/2025 7:50,15.72899127,55,completed,77.14,4,0
D149,R1658,10/7/2025 2:02,10/7/2025 2:48,1.527676529,46,completed,8.6,4,0
D018,R1659,10/21/2025 23:57,10/22/2025 0:51,20.57597298,54,completed,102.45,5,0
D131,R1660,10/17/2025 11:55,10/17/2025 12:06,15.13446454,11,completed,76.26,1,0
D166,R1661,10/17/2025 12:57,10/17/2025 13:32,10.55409228,35,completed,72.87,3,0
D084,R1662,10/12/2025 6:18,10/12/2025 7:10,8.905073609,52,completed,42.43,2,0
D110,R1663,10/5/2025 16:38,10/5/2025 16:52,17.13469191,14,completed,81.35,4,0
D008,R1664,10/1/2025 6:36,10/1/2025 6:43,2.701988595,7,completed,17.2,3,0
D084,R1665,10/6/2025 20:25,10/6/2025 21:21,23.94718855,56,completed,73.78,2,0
D152,R1666,10/10/2025 21:10,10/10/2025 21:34,7.216843458,24,completed,38.57,3,0
D108,R1667,10/6/2025 0:10,10/6/2025 0:43,9.105951922,33,completed,63.23,2,0
D098,R1668,10/21/2025 9:14,10/21/2025 9:34,1.700096046,20,completed,7.13,1,0
D063,R1669,10/14/2025 14:51,10/14/2025 15:20,21.58637316,29,completed,124.87,1,0
D154,R1670,10/16/2025 10:36,10/16/2025 11:08,11.58951206,32,completed,40.61,4,0
D070,R1671,10/19/2025 6:38,10/19/2025 7:20,14.40693608,42,completed,53.43,5,0
D141,R1672,10/14/2025 4:01,10/14/2025 4:48,20.27381542,47,completed,98.32,3,0
D107,R1673,10/8/2025 12:17,10/8/2025 12:40,9.04811772,23,completed,47.21,3,0
D004,R1674,10/5/2025 18:36,10/5/2025 19:04,1.640242303,28,completed,5.22,4,0
D189,R1675,10/2/2025 5:41,10/2/2025 6:36,3.353388365,55,canceled,21.25,2,0
D154,R1676,10/14/2025 16:26,10/14/2025 16:34,5.735535294,8,completed,29.39,3,0
D170,R1677,10/16/2025 12:16,10/16/2025 12:42,4.804867804,26,completed,14.61,5,0
D120,R1678,10/1/2025 11:47,10/1/2025 12:23,13.41090131,36,completed,82.6,3,0
D031,R1679,10/14/2025 17:42,10/14/2025 18:36,4.751954521,54,completed,28.39,3,0
D158,R1680,10/21/2025 13:05,10/21/2025 13:41,12.25165499,36,completed,61.27,3,0
D183,R1681,10/16/2025 12:15,10/16/2025 13:02,13.35826021,47,completed,85.63,4,0
D181,R1682,10/16/2025 7:35,10/16/2025 8:05,17.09984034,30,completed,83.47,5,0
D144,R1683,10/2/2025 8:58,10/2/2025 9:19,3.151162559,21,completed,19.39,3,0
D196,R1684,10/19/2025 21:24,10/19/2025 22:06,14.86387448,42,completed,101.48,5,0
D060,R1685,10/15/2025 3:32,10/15/2025 4:29,8.608023274,57,completed,38.09,5,0
D086,R1686,10/10/2025 21:00,10/10/2025 21:09,6.022906277,9,completed,30.35,3,0
D125,R1687,10/2/2025 21:07,10/2/2025 22:00,11.76364547,53,completed,56.57,4,0
D064,R1688,10/14/2025 13:59,10/14/2025 14:09,23.92582644,10,completed,143.16,5,0
D061,R1689,10/16/2025 21:53,10/16/2025 22:27,12.35614364,34,completed,43.51,4,0
D148,R1690,10/1/2025 15:48,10/1/2025 15:55,7.440154991,7,completed,26.2,3,0
D004,R1691,10/8/2025 9:11,10/8/2025 9:38,2.110196542,27,canceled,8.41,3,0
D011,R1692,10/3/2025 21:42,10/3/2025 22:04,18.46495288,22,completed,110.59,5,0
D149,R1693,10/8/2025 3:16,10/8/2025 3:43,16.69655386,27,completed,67.54,1,0
D057,R1694,10/12/2025 9:58,10/12/2025 10:07,19.85599845,9,completed,114.75,5,0
D191,R1695,10/3/2025 17:58,10/3/2025 18:56,23.67963485,58,completed,107.22,1,0
D089,R1696,10/15/2025 14:54,10/15/2025 15:25,5.890624821,31,completed,35.55,3,0
D089,R1697,10/7/2025 2:22,10/7/2025 3:17,23.87968193,55,completed,130.04,3,0
D092,R1698,10/14/2025 6:11,10/14/2025 6:46,1.366356152,35,completed,6.52,5,0
D180,R1699,10/10/2025 6:57,10/10/2025 7:29,18.31018979,32,completed,112.2,5,0
D189,R1700,10/14/2025 18:11,10/14/2025 18:26,1.072500913,15,suspicious,7.22,5,1
D166,R1701,10/17/2025 22:36,10/17/2025 22:46,4.281649666,10,completed,28.85,4,0
D144,R1702,10/11/2025 21:12,10/11/2025 21:54,20.44727918,42,completed,138.11,3,0
D004,R1703,10/8/2025 9:47,10/8/2025 10:23,7.901200946,36,completed,28.11,1,0
D103,R1704,10/18/2025 12:42,10/18/2025 13:28,8.586517311,46,completed,35.4,2,0
D041,R1705,10/18/2025 23:00,10/18/2025 23:08,16.96288427,8,completed,75.33,5,0
D047,R1706,10/4/2025 13:06,10/4/2025 13:59,23.15032187,53,completed,133.16,5,0
D094,R1707,10/4/2025 23:56,10/5/2025 0:55,4.564418182,59,completed,22.04,5,0
D090,R1708,10/13/2025 0:37,10/13/2025 0:51,4.906626425,14,completed,27.7,2,0
D118,R1709,10/18/2025 23:44,10/18/2025 23:54,12.70195848,10,completed,58.01,5,0
D129,R1710,10/18/2025 18:30,10/18/2025 19:11,16.24376773,41,completed,84.93,1,0
D002,R1711,10/15/2025 18:30,10/15/2025 19:14,14.84721545,44,completed,61.49,5,0
D002,R1712,10/11/2025 19:20,10/11/2025 19:34,12.29829742,14,completed,70.06,3,0
D159,R1713,10/18/2025 23:51,10/19/2025 0:29,15.27598513,38,completed,68.66,4,0
D094,R1714,10/10/2025 14:14,10/10/2025 15:04,3.772429603,50,canceled,16.71,1,0
D186,R1715,10/6/2025 13:11,10/6/2025 13:57,10.73486537,46,completed,57.7,3,0
D046,R1716,10/18/2025 12:44,10/18/2025 13:27,7.167801647,43,completed,49.18,1,0
D042,R1717,10/6/2025 6:10,10/6/2025 6:55,22.16451522,45,completed,147.97,5,0
D034,R1718,10/17/2025 9:39,10/17/2025 10:22,8.549957117,43,completed,38.91,4,0
D189,R1719,10/6/2025 17:14,10/6/2025 18:02,5.767615664,48,suspicious,23.49,5,1
D170,R1720,10/21/2025 14:59,10/21/2025 15:21,9.268141441,22,completed,56.29,1,0
D170,R1721,10/4/2025 11:36,10/4/2025 12:09,3.541976551,33,completed,12.58,2,0
D017,R1722,10/5/2025 12:38,10/5/2025 12:45,19.30717727,7,completed,123.36,3,0
D107,R1723,10/5/2025 6:30,10/5/2025 6:56,18.68332256,26,completed,56.7,3,0
D085,R1724,10/16/2025 10:37,10/16/2025 10:48,13.71146865,11,completed,41.21,5,0
D143,R1725,10/11/2025 22:29,10/11/2025 22:54,18.13967551,25,completed,87.18,3,0
D156,R1726,10/1/2025 11:29,10/1/2025 12:28,6.996819166,59,completed,32.69,5,0
D064,R1727,10/17/2025 2:41,10/17/2025 2:45,11.16497385,4,completed,51.11,4,0
D192,R1728,10/17/2025 5:48,10/17/2025 6:36,13.27554512,48,completed,84.67,4,0
D130,R1729,10/3/2025 1:31,10/3/2025 2:24,13.06114256,53,completed,80.97,1,0
D040,R1730,10/16/2025 3:27,10/16/2025 4:08,21.69603799,41,completed,123.6,5,0
D183,R1731,10/4/2025 1:57,10/4/2025 2:44,1.835180797,47,completed,9.58,3,0
D091,R1732,10/18/2025 9:05,10/18/2025 9:54,15.55629341,49,completed,73.11,5,0
D079,R1733,10/19/2025 8:00,10/19/2025 8:11,14.1190155,11,completed,59.64,1,0
D188,R1734,10/2/2025 18:36,10/2/2025 18:50,18.24648978,14,completed,84.87,4,0
D083,R1735,10/11/2025 7:37,10/11/2025 8:13,12.98917989,36,completed,63.85,4,0
D165,R1736,10/3/2025 22:09,10/3/2025 22:27,5.88485254,18,completed,27.86,3,0
D053,R1737,10/19/2025 21:46,10/19/2025 22:40,1.854691607,54,suspicious,9.71,5,1
D071,R1738,10/9/2025 9:30,10/9/2025 10:18,7.053355222,48,completed,25,4,0
D191,R1739,10/21/2025 23:10,10/21/2025 23:15,14.10166142,5,completed,70.49,3,0
D036,R1740,10/16/2025 12:28,10/16/2025 12:58,18.03839376,30,completed,126.19,3,0
D030,R1741,10/21/2025 10:32,10/21/2025 10:49,5.228665748,17,completed,27.93,4,0
D096,R1742,10/12/2025 16:44,10/12/2025 17:41,16.56464864,57,completed,84.4,2,0
D013,R1743,10/12/2025 0:09,10/12/2025 0:23,16.7988108,14,completed,85.27,1,0
D105,R1744,10/3/2025 21:39,10/3/2025 21:48,10.02883392,9,completed,46.76,1,0
D057,R1745,10/12/2025 7:57,10/12/2025 8:09,23.26961512,12,completed,91.89,4,0
D027,R1746,10/18/2025 19:19,10/18/2025 19:48,13.10610495,29,completed,42.87,5,0
D124,R1747,10/7/2025 19:45,10/7/2025 20:21,20.34328309,36,completed,121.47,3,0
D148,R1748,10/12/2025 15:47,10/12/2025 16:22,21.2854134,35,completed,139.07,1,0
D125,R1749,10/13/2025 6:20,10/13/2025 6:46,20.76782202,26,completed,122.67,4,0
D150,R1750,10/8/2025 10:40,10/8/2025 11:33,20.97258766,53,completed,80.85,2,0
D145,R1751,10/1/2025 16:02,10/1/2025 16:17,7.818499581,15,completed,31.34,4,0
D100,R1752,10/10/2025 4:37,10/10/2025 4:46,10.26062672,9,completed,34.06,5,0
D033,R1753,10/13/2025 4:26,10/13/2025 4:56,15.17808931,30,completed,71.75,2,0
D102,R1754,10/6/2025 2:15,10/6/2025 2:29,18.61776474,14,completed,112.5,5,0
D139,R1755,10/8/2025 22:50,10/8/2025 23:39,3.965739774,49,completed,15.01,1,0
D025,R1756,10/21/2025 21:49,10/21/2025 22:18,5.16573146,29,completed,20.26,1,0
D190,R1757,10/10/2025 4:06,10/10/2025 4:47,11.02333614,41,completed,68.61,1,0
D175,R1758,10/5/2025 23:25,10/6/2025 0:10,6.974295705,45,completed,21.66,5,0
D152,R1759,10/3/2025 9:58,10/3/2025 10:17,10.56542138,19,completed,42.82,4,0
D155,R1760,10/14/2025 14:52,10/14/2025 15:00,13.84606563,8,completed,47.69,4,0
D114,R1761,10/6/2025 23:23,10/6/2025 23:55,9.429851975,32,completed,34.46,5,0
D016,R1762,10/8/2025 21:50,10/8/2025 22:00,14.59464844,10,completed,86.53,5,0
D074,R1763,10/2/2025 7:51,10/2/2025 7:58,3.726095617,7,completed,13.27,4,0
D037,R1764,10/12/2025 9:45,10/12/2025 10:43,8.763706279,58,completed,43.24,2,0
D069,R1765,10/19/2025 16:19,10/19/2025 16:40,12.43889095,21,completed,61.24,2,0
D115,R1766,10/8/2025 10:07,10/8/2025 10:17,14.25185985,10,completed,55.23,1,0
D195,R1767,10/21/2025 0:20,10/21/2025 0:38,1.972220151,18,completed,6.6,4,0
D104,R1768,10/20/2025 8:22,10/20/2025 9:17,18.02354308,55,completed,95.67,3,0
D189,R1769,10/19/2025 12:45,10/19/2025 13:11,6.683510259,26,completed,45.93,2,0
D136,R1770,10/11/2025 5:40,10/11/2025 6:14,11.00067615,34,completed,70.05,5,0
D127,R1771,10/15/2025 22:55,10/15/2025 23:09,9.233056139,14,completed,46.59,5,0
D154,R1772,10/12/2025 21:16,10/12/2025 22:13,2.005129452,57,completed,12.3,1,0
D100,R1773,10/9/2025 7:39,10/9/2025 8:15,14.76399004,36,completed,96.04,4,0
D034,R1774,10/6/2025 16:49,10/6/2025 17:10,18.5789111,21,completed,88.36,5,0
D182,R1775,10/16/2025 10:05,10/16/2025 10:56,2.471171067,51,completed,8.84,4,0
D102,R1776,10/2/2025 1:02,10/2/2025 1:12,11.57836594,10,completed,62.89,1,0
D004,R1777,10/4/2025 14:39,10/4/2025 15:07,11.90146777,28,completed,74.94,3,0
D082,R1778,10/18/2025 7:38,10/18/2025 7:48,17.68551174,10,completed,102,2,0
D163,R1779,10/10/2025 6:14,10/10/2025 6:29,23.01036412,15,completed,153.42,2,0
D127,R1780,10/17/2025 2:30,10/17/2025 3:19,3.700099198,49,completed,14.27,1,0
D092,R1781,10/11/2025 18:16,10/11/2025 18:43,23.39740147,27,completed,121.33,4,0
D127,R1782,10/21/2025 10:21,10/21/2025 11:01,17.55283684,40,completed,74.49,4,0
D017,R1783,10/7/2025 8:38,10/7/2025 9:07,10.49152067,29,completed,43.99,4,0
D169,R1784,10/7/2025 18:55,10/7/2025 19:38,4.361075491,43,completed,14.39,4,0
D154,R1785,10/9/2025 12:21,10/9/2025 12:36,9.762008159,15,completed,58.78,3,0
D058,R1786,10/9/2025 10:45,10/9/2025 11:01,13.75566226,16,completed,47.41,2,0
D186,R1787,10/22/2025 2:55,10/22/2025 3:52,11.27496083,57,completed,70.13,1,0
D102,R1788,10/14/2025 22:16,10/14/2025 22:50,13.33793669,34,completed,45.91,1,0
D160,R1789,10/2/2025 16:32,10/2/2025 17:11,1.91686681,39,suspicious,6.96,1,1
D011,R1790,10/15/2025 7:26,10/15/2025 7:53,15.21857813,27,completed,52.25,5,0
D102,R1791,10/5/2025 10:21,10/5/2025 10:57,6.458121489,36,completed,35.12,4,0
D137,R1792,10/6/2025 17:44,10/6/2025 17:54,3.11214466,10,completed,15.09,4,0
D078,R1793,10/3/2025 9:33,10/3/2025 10:21,3.74908719,48,completed,15.24,3,0
D169,R1794,10/20/2025 19:32,10/20/2025 20:05,19.75655511,33,completed,104.86,5,0
D019,R1795,10/19/2025 3:25,10/19/2025 4:01,5.083127857,36,completed,21.81,2,0
D006,R1796,10/6/2025 5:05,10/6/2025 5:57,14.4875522,52,completed,58.8,3,0
D078,R1797,10/12/2025 4:48,10/12/2025 5:43,11.81287694,55,completed,73.41,1,0
D037,R1798,10/11/2025 7:25,10/11/2025 8:05,18.67071757,40,completed,64.71,5,0
D173,R1799,10/6/2025 20:53,10/6/2025 21:49,15.58501868,56,completed,57.24,4,0
D060,R1800,10/7/2025 16:52,10/7/2025 17:16,8.88990372,24,completed,38.5,3,0
D030,R1801,10/6/2025 17:27,10/6/2025 18:25,19.23331189,58,completed,104.78,4,0
D008,R1802,10/17/2025 4:42,10/17/2025 4:58,17.7161724,16,completed,111.11,1,0
D080,R1803,10/15/2025 22:50,10/15/2025 23:21,12.00779103,31,completed,62.86,4,0
D006,R1804,10/19/2025 16:28,10/19/2025 16:42,8.105572241,14,completed,56.02,5,0
D132,R1805,10/12/2025 13:32,10/12/2025 14:06,14.50750266,34,completed,58.08,1,0
D129,R1806,10/15/2025 3:57,10/15/2025 4:33,11.46515915,36,completed,48.21,4,0
D018,R1807,10/19/2025 20:24,10/19/2025 20:31,4.878350943,7,completed,21.8,1,0
D183,R1808,10/4/2025 6:44,10/4/2025 6:47,16.82669581,3,completed,102.34,1,0
D087,R1809,10/16/2025 22:18,10/16/2025 22:30,8.020970284,12,completed,27.68,4,0
D139,R1810,10/1/2025 18:10,10/1/2025 18:54,8.333835024,44,completed,43.81,5,0
D197,R1811,10/15/2025 11:45,10/15/2025 12:39,1.995983305,54,completed,10.46,5,0
D017,R1812,10/14/2025 5:17,10/14/2025 5:35,18.26940192,18,completed,108.57,2,0
D089,R1813,10/2/2025 20:31,10/2/2025 21:03,24.63146486,32,completed,115.75,4,0
D156,R1814,10/10/2025 12:17,10/10/2025 13:13,16.93116141,56,completed,80.07,2,0
D185,R1815,10/1/2025 19:35,10/1/2025 19:47,13.40166508,12,completed,42.39,1,0
